gepris,title,subject_area,homepage,description,Applying institution,Co-applicant institution,Participating Institution,Spokesperson,Participating Persons,Co-Spokespersons,Cooperation partners
https://gepris.dfg.de/gepris/projekt/441914366,GHGA,"Medicine, Biology",https://ghga.dkfz.de/,"Human genome sequencing and other omics data modalities are of critical importance for biomedical research and the future development of healthcare. There is a desire and a moral imperative to handle such data in an open and FAIR manner. However, it is equally important that the data are kept safe and secure, and access is restricted to legitimate research use. Existing European infrastructures, particularly the European Genome-Phenome Archive (EGA), cannot adequately address the legal requirements specific to Germany. Moreover, EGA is exclusively designed as an archive and does not address the needs of research communities to analyze protected human large-scale data in a user-friendly manner, foster scientific discoveries, or enable replication across distinct cohorts. The absence of a safe, legally compliant, and ethically appropriate infrastructure for omics data in Germany is a major hurdle to translating the potential of existing and forthcoming medical omics data in Germany and in a European context.The German Human Genome-Phenome Archive (GHGA) will address these issues by providing a national infrastructure for secure and safe storage, access management, dissemination, and analysis of human omics data (e.g., genomics, transcriptomics, proteomics) under a coherent ethico-legal framework. GHGA will build on existing German omics data providers and their IT infrastructures to establish a harmonized distributed infrastructure for omics data. Via direct connection to major omics data providers, we will streamline data deposition via automatic transfer of all available metadata. Internationally, GHGA will be embedded into European infrastructures as a federated German EGA node. This will allow German researchers to help shape future international standards for data exchange and take on leading roles in international research consortia (e.g., the 1+ Million European Genomes Initiative [MEGA]). By going significantly beyond a mere archival functionality, GHGA will enable and democratize access to even the largest population-scale datasets. Secure, private, cloud-based access to the data will reduce the need for data download and enable compute-intensive applications (including artificial intelligence applications on omics data). Community-specific tailored access portals combined with the curation of reference data collections will ensure the utility of GHGA's datasets to researcher and clinician communities – who in turn will help shape the further development of GHGA. The initial focus of GHGA on cancer and rare diseases is aligned with that of forthcoming national initiatives, most notably, Germany’s upcoming medical genome sequencing programme (genomDE). Training and outreach activities will help raise a new generation of scientists familiar with GHGA and omics data analysis. GHGA will closely interact with other planned NFDI initiatives through data linkage and joint standardization and harmonization efforts.","[('Deutsches Krebsforschungszentrum (DKFZ)', 'https://gepris.dfg.de/gepris/institution/10097')]","[('Charité - Universitätsmedizin Berlin', 'https://gepris.dfg.de/gepris/institution/10426'), ('Christian-Albrechts-Universität zu Kiel', 'https://gepris.dfg.de/gepris/institution/10337'), ('Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE)', 'https://gepris.dfg.de/gepris/institution/152147264'), ('Eberhard Karls Universität Tübingen', 'https://gepris.dfg.de/gepris/institution/10051'), ('European Molecular Biology Laboratory (EMBL)', 'https://gepris.dfg.de/gepris/institution/10100'), ('Heidelberger Akademie der Wissenschaften', 'https://gepris.dfg.de/gepris/institution/10078'), ('Helmholtz Zentrum MünchenDeutsches Forschungszentrum für Gesundheit und Umwelt', 'https://gepris.dfg.de/gepris/institution/10150'), ('Max-Delbrück-Centrum für Molekulare Medizin (MDC)', 'https://gepris.dfg.de/gepris/institution/10420'), ('NAKO e.V.NAKO Gesundheitsstudie', 'https://gepris.dfg.de/gepris/institution/394418902'), ('Ruprecht-Karls-Universität Heidelberg', 'https://gepris.dfg.de/gepris/institution/10047'), ('Technische Universität Dresden', 'https://gepris.dfg.de/gepris/institution/10353'), ('Technische Universität München (TUM)', 'https://gepris.dfg.de/gepris/institution/10125'), ('Universität des Saarlandes', 'https://gepris.dfg.de/gepris/institution/10335'), ('Universität zu Köln', 'https://gepris.dfg.de/gepris/institution/10282')]","[('CISPA - Helmholtz-Zentrum für Informationssicherheit', 'https://gepris.dfg.de/gepris/institution/407295139'), ('European Molecular Biology Laboratory (EMBL)', 'https://gepris.dfg.de/gepris/institution/42185420'), ('Helmholtz-Zentrum für Infektionsforschung (HZI)', 'https://gepris.dfg.de/gepris/institution/10262'), ('Ludwig-Maximilians-Universität München', 'https://gepris.dfg.de/gepris/institution/10108')]","[('Professor Dr. Oliver  Stegle, Ph.D.', 'https://gepris.dfg.de/gepris/person/196795178')]","[('Viktor  Achter', 'https://gepris.dfg.de/gepris/person/442224417'), ('Dr. Dieter  Beule', 'https://gepris.dfg.de/gepris/person/398143077'), ('Professor Dr. Benedikt  Brors', 'https://gepris.dfg.de/gepris/person/33032956'), ('Dr. Mario  Fritz', 'https://gepris.dfg.de/gepris/person/118026060'), ('Professor Dr. Stefan  Fröhling', 'https://gepris.dfg.de/gepris/person/1859053'), ('Professor Dr. Hanno  Glimm', 'https://gepris.dfg.de/gepris/person/1593084'), ('Dr. Holm  Graessner', 'https://gepris.dfg.de/gepris/person/442225275'), ('Dr. Stephan  Hachinger', 'https://gepris.dfg.de/gepris/person/253922544'), ('Professor Dr. Michael  Hummel', 'https://gepris.dfg.de/gepris/person/1115202'), ('Professor Dr. Dirk  Jäger', 'https://gepris.dfg.de/gepris/person/55047461'), ('Thomas  Keane', 'https://gepris.dfg.de/gepris/person/442323458'), ('Dr. Jens  Krüger', 'https://gepris.dfg.de/gepris/person/190209133'), ('Professor Dr. Nisar Peter  Malek', 'https://gepris.dfg.de/gepris/person/1598605'), ('Ninja  Marnau', 'https://gepris.dfg.de/gepris/person/442233229'), ('Professorin Dr. Alice C.  McHardy', 'https://gepris.dfg.de/gepris/person/100717914'), ('Professor Dr. Thomas  Meitinger', 'https://gepris.dfg.de/gepris/person/1184290'), ('Professor Dr. Wolfgang  Nagel', 'https://gepris.dfg.de/gepris/person/1198758'), ('Professor Dr.-Ing. Julio  Saez-Rodriguez', 'https://gepris.dfg.de/gepris/person/396463612'), ('Dr. Christoph  Schickhardt, Ph.D.', 'https://gepris.dfg.de/gepris/person/406110794')]","[('Privatdozent Dr. Peer  Bork', 'https://gepris.dfg.de/gepris/person/1011382'), ('Dr. Ivo  Buchhalter', 'https://gepris.dfg.de/gepris/person/442224722'), ('Dr. Andreas  Dahl', 'https://gepris.dfg.de/gepris/person/188543204'), ('Professor Dr. Julien  Gagneur', 'https://gepris.dfg.de/gepris/person/254487649'), ('Dr. Wolfgang  Huber', 'https://gepris.dfg.de/gepris/person/164414703'), ('Dr. Daniel  Hübschmann, Ph.D.', 'https://gepris.dfg.de/gepris/person/432851546'), ('Professor Dr. Oliver  Kohlbacher', 'https://gepris.dfg.de/gepris/person/1813797'), ('Dr. Jan  Korbel', 'https://gepris.dfg.de/gepris/person/167076970'), ('Dr. Martin  Lablans', 'https://gepris.dfg.de/gepris/person/286427060'), ('Professor Dr.-Ing. Ulrich  Lang', 'https://gepris.dfg.de/gepris/person/1383792'), ('Professor Dr. Peter  Lichter', 'https://gepris.dfg.de/gepris/person/1167309'), ('Dr. Fruzsina  Molnar-Gabor', 'https://gepris.dfg.de/gepris/person/237795517'), ('Susanne  Motameny', 'https://gepris.dfg.de/gepris/person/61150641'), ('Professor Dr. Sven  Nahnsen', 'https://gepris.dfg.de/gepris/person/286513524'), ('Professor Dr.-Ing. Uwe  Ohler', 'https://gepris.dfg.de/gepris/person/254870131'), ('Professor Dr. Stephan  Ossowski, Ph.D.', 'https://gepris.dfg.de/gepris/person/442231441'), ('Professorin Dr. Annette  Peters', 'https://gepris.dfg.de/gepris/person/1831403'), ('Professor Dr. Olaf  Riess', 'https://gepris.dfg.de/gepris/person/1235414'), ('Professor Dr. Philip Caspar  Rosenstiel, Ph.D.', 'https://gepris.dfg.de/gepris/person/1828741'), ('Professor Dr. Thorsten  Schlomm', 'https://gepris.dfg.de/gepris/person/26886178'), ('Professor Dr. Joachim L.  Schultze', 'https://gepris.dfg.de/gepris/person/1272163'), ('Professor Dr. Jörn E.  Walter', 'https://gepris.dfg.de/gepris/person/1393212'), ('Professor Dr. Thomas  Walter', 'https://gepris.dfg.de/gepris/person/203028977'), ('Professorin Dr. Juliane  Winkelmann', 'https://gepris.dfg.de/gepris/person/1649888'), ('Professorin Dr. Eva  Winkler, Ph.D.', 'https://gepris.dfg.de/gepris/person/116223395')]",
https://gepris.dfg.de/gepris/projekt/441926934,NFDI4Cat,"Biology, Chemistry, Mathematics, Thermal Engineering/Process Engineering, Materials Science and Engineering, Computer Science, Systems andElectrical Engineering",http://gecats.org/NFDI4Cat.html,"The overall strategy for the transformation of catalysis research across all relevant disciplines in catalysis and chemical engineering is structured as a stepwise approach as outlined in the Whitepaper: “The Digitalization of Catalysis-Related Sciences” published by GeCatS – German Catalysis Society in March 2019. It follows the path of transforming catalysis related sciences into a branch of digital sciences. In order to turn this strategy into a tangible plan and align it with the targets of the NFDI a structure of task areas and measures will be pursued in working groups covering technical, organizational and educational aspects. The approach of NFDI4Cat targets at an early stage validation of the core functionalities developed by the construction of a pilot allowing assembly and integrated view of data libraries of both experimental and calculated data from theoretical assessment. The purpose of this pilot is the early phase demonstration of successful development of data and metadata standards as well as a functionality test of the infrastructure, so that the data and metadata standards can be validated, as well as the performance of the infrastructure employed.A roadmap towards institutionalization of these elements is also required for assuring continuous existence beyond the communicated framework of funding of the NFDI. The whole process should be user-driven and follow the principles of stakeholder participation. Catalysis and chemical engineering have a massive socio-economic impact related to climate change and the environment as well as to the development of sustainable industrial production. The academic and industrial perspective in intense dialogue have a proven track record both in producing excellence in science and technical realization - this dialogue is aspired to and will be fostered. In conjunction with this initiative it is also vital to work on models for an implementation plan in the national academic education system, so that future generations of scientists working in the field of catalysis do have a smooth start regarding the skill sets acquired during their education and will be able to further develop the field of digital catalysis science. It is anticipated that ultimately the information architecture will become an indispensable tool of a digitalized community in catalysis on a national and international basis and therefore has to be built on a sustainable basis. The core topics that will be addressed by the consortium are covered by the following workstreams, which all follow the value chain “from molecules to chemical processes”. Workstream (A) Data and Meta-Data Standards Workstream (B) Data Science and Information Infrastructure Design Workstream (C) Community and User related Aspects1 GeCats","[('DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V.', 'https://gepris.dfg.de/gepris/institution/10541')]","[('Fraunhofer-Institut für Offene Kommunikationssysteme (FOKUS)', 'https://gepris.dfg.de/gepris/institution/28400'), ('Friedrich-Alexander-Universität Erlangen-Nürnberg', 'https://gepris.dfg.de/gepris/institution/10115'), ('Universität StuttgartHöchstleistungsrechenzentrum Stuttgart (HLRS)', 'https://gepris.dfg.de/gepris/institution/19499'), ('Karlsruher Institut für Technologie', 'https://gepris.dfg.de/gepris/institution/169579332'), ('Leibniz-Institut für Katalyse e. V. an der Universität Rostock', 'https://gepris.dfg.de/gepris/institution/10528'), ('Max-Planck-Institut für Chemische Energiekonversion (CEC)', 'https://gepris.dfg.de/gepris/institution/10315'), ('Max-Planck-Institut für Dynamik komplexer technischer Systeme', 'https://gepris.dfg.de/gepris/institution/10727'), ('Rheinisch-Westfälische Technische Hochschule Aachen', 'https://gepris.dfg.de/gepris/institution/10293'), ('Technische Universität Berlin', 'https://gepris.dfg.de/gepris/institution/10167'), ('Technische Universität Braunschweig', 'https://gepris.dfg.de/gepris/institution/10240'), ('Technische Universität Dortmund', 'https://gepris.dfg.de/gepris/institution/10274'), ('Technische Universität München (TUM)', 'https://gepris.dfg.de/gepris/institution/10125'), ('Universität Greifswald', 'https://gepris.dfg.de/gepris/institution/10382'), ('Universität Leipzig', 'https://gepris.dfg.de/gepris/institution/10351'), ('Universität Rostock', 'https://gepris.dfg.de/gepris/institution/10345')]","[('Technische Universität Darmstadt', 'https://gepris.dfg.de/gepris/institution/10210')]","[('Dr. Andreas  Förster', 'https://gepris.dfg.de/gepris/person/53182641')]","[('Professor Dr.-Ing. Bastian  Etzold', 'https://gepris.dfg.de/gepris/person/121117814'), ('Professor Dr. Klaus-Robert  Müller', 'https://gepris.dfg.de/gepris/person/1444969'), ('Professor Dr. Marcus  Rose', 'https://gepris.dfg.de/gepris/person/247664167')]","[('Professor Dr. Matthias  Beller', 'https://gepris.dfg.de/gepris/person/1435020'), ('Professor Dr. Peter  Benner', 'https://gepris.dfg.de/gepris/person/1613079'), ('Professor Dr. Uwe T.  Bornscheuer', 'https://gepris.dfg.de/gepris/person/1767877'), ('Professor Dr. Olaf  Deutschmann', 'https://gepris.dfg.de/gepris/person/1457920'), ('Professor Dr. Roger  Gläser', 'https://gepris.dfg.de/gepris/person/1606443'), ('Dr. Marco  Haumann', 'https://gepris.dfg.de/gepris/person/29119314'), ('Professor Dr.-Ing. Norbert  Kockmann', 'https://gepris.dfg.de/gepris/person/1827123'), ('Professor Dr. Udo  Kragl', 'https://gepris.dfg.de/gepris/person/842246'), ('Dr.-Ing. Ralph  Krähnert', 'https://gepris.dfg.de/gepris/person/193937950'), ('Professor Dr. Walter  Leitner', 'https://gepris.dfg.de/gepris/person/1422719'), ('Professor Dr. Johannes A.  Lercher', 'https://gepris.dfg.de/gepris/person/1642140'), ('Professorin Dr. Regina  Palkovits', 'https://gepris.dfg.de/gepris/person/59778955'), ('Professor Dr.-Ing. Michael M.  Resch, Ph.D.', 'https://gepris.dfg.de/gepris/person/1751096'), ('Dr. Sonja  Schimmler', 'https://gepris.dfg.de/gepris/person/441934488'), ('Professorin Dr. Mehtap  Özaslan, Ph.D.', 'https://gepris.dfg.de/gepris/person/251453216')]",
